Brand,Cultivator,Product,Format,Total Price,THC,CBD,Irradiation,Group,C.O.O,Terpenes,Pack,Stock,MedBud,Discounted,New
4C Labs,Decibel & AgMedica,Tiger Blood,Vapes,£45.00,807%,10%,Distillate,Indica,Canada,"Caryophyllene, Limonene, Myrcene",0.95 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/4c-labs/tbv-t850-tiger-blood/,,,
4C Labs,Decibel & AgMedica,Watermelon Splash,Vapes,£45.00,807%,10%,Distillate,Indica,Canada,"Caryophyllene, Limonene, Myrcene",0.95 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/4c-labs/wsv-t850-watermelon-splash/,,,

Aurora® Pedanios,,Electric Honeydew,Vapes,£66.00,918%,10%,Rosin,Sativa Hybrid,Canada,"Not Listed",1.2 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/aurora/resin-t765-electric-honeydew/,,,
Aurora® Pedanios,,Sourdough,Vapes,£66.00,918%,10%,Rosin,Indica Hybrid,Canada,"Not Listed",1.2 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/aurora/resin-t765-sourdough/,,,

Clearleaf,GES Labs,Black Cherry Punch,Vapes,£70.00,850%,50%,Distillate,Hybrid,South Africa,"Not Listed",1.0 ML,In Stock,https://medbud.wiki/vape-cartridges/clearleaf/t850c50-black-cherry-punch/,,,
Clearleaf,GES Labs,Blunicorn,Vapes,£70.00,850%,50%,Distillate,Hybrid,South Africa,"Caryophyllene, Humulene, Linalool",1.0 ML,Out of Stock,https://medbud.wiki/vape-cartridges/clearleaf/blu-t850-blunicorn/,,,
Clearleaf,GES Labs,UK Cheese,Vapes,£70.00,850%,50%,Distillate,Hybrid,South Africa,"Caryophyllene, Guaiol, Humulene, Limonene, Linalool",1.0 ML,In Stock,https://medbud.wiki/vape-cartridges/clearleaf/ukc-t800-uk-cheese/,,,
Clearleaf,GES Labs,Cookie Pie,Vapes,£80.00,750%,50%,Hash Rosin,Hybrid,South Africa,"Not Listed",1.0 ML,Out of Stock,https://medbud.wiki/vape-cartridges/clearleaf/hash-rosin-t750c50-cookie-pie/,,,
Clearleaf,GES Labs,East Coast Sour Dank,Vapes,£80.00,750%,50%,Rosin,Hybrid,South Africa,"Caryophyllene, Limonene, Myrcene",1.0 ML,In Stock,https://medbud.wiki/vape-cartridges/clearleaf/rosin-t750c50-east-coast-sour-dank/,,,
Clearleaf,GES Labs,GMO,Vapes,£80.00,750%,50%,Hash Rosin,Hybrid,South Africa,"Not Listed",1.0 ML,In Stock,https://medbud.wiki/vape-cartridges/clearleaf/rosin-t750c50-gmo/,,,
Clearleaf,GES Labs,Orange Kush Cake,Vapes,£70.00,850%,50%,Distillate,Hybrid,South Africa,"Not Listed",1.0 ML,Out of Stock,https://medbud.wiki/vape-cartridges/clearleaf/t850c50-orange-kush-cake/,,,
Clearleaf,GES Labs,Platinum Slurricane,Vapes,£80.00,750%,50%,Hash Rosin,Hybrid,South Africa,"Not Listed",1.0 ML,In Stock,https://medbud.wiki/vape-cartridges/clearleaf/rosin-t750c50-platinum-slurricane/,,,
Clearleaf,GES Labs,Wedding Cake,Vapes,£80.00,750%,50%,Hash Rosin,Hybrid,South Africa,"Caryophyllene, Limonene, Myrcene",1.0 ML,Out of Stock,https://medbud.wiki/vape-cartridges/clearleaf/hash-rosin-t750c50-wedding-cake/,,,

Curaleaf,,QMID Device,Vapes,£9.99,,,Battery Device,,,"",,In Stock,,,,
Curaleaf,,Jack Herer,Vapes,£27.95,200%,200%,Distillate,Sativa Hybrid,Portugal,"Caryophyllene, Myrcene, Ocimene, Terpinolene",0.50 ML,In Stock,https://medbud.wiki/vape-cartridges/curaleaf/t200c200-jack-herer/,,,
Curaleaf,,Jack Herer,Vapes,£27.95,420%,1%,Distillate,Sativa Hybrid,Portugal,"Caryophyllene, Myrcene, Ocimene, Terpinolene",0.50 ML,In Stock,https://medbud.wiki/vape-cartridges/curaleaf/qmid-t420-jack-herer/,,,
Curaleaf,,Lavender Cake,Vapes,£27.95,420%,1%,Distillate,Indica Hybrid,Portugal,"Alpha-Farnesene, Caryophyllene, Myrcene",0.50 ML,Out of Stock,https://medbud.wiki/vape-cartridges/curaleaf/qmid-lce-t420-lavender-cake/,,,
Curaleaf,,Jack Herer,Vapes,£50.00,600%,200%,Distillate,Sativa Hybrid,Portugal,"Caryophyllene, Myrcene, Ocimene, Terpinolene",1.0 ML,In Stock,https://medbud.wiki/vape-cartridges/curaleaf/qmid-t600c200-jack-herer/,,,
Curaleaf,,Wedding Pop Triangle,Vapes,£50.00,840%,1%,Distillate,Hybrid,Portugal,"Alpha-Pinene, Caryophyllene, Humulene, Limonene, Linalool, Myrcene",1.0 ML,Out of Stock,https://medbud.wiki/vape-cartridges/curaleaf/t840-wpt/

Curo®,,Blue Zkittlez,Vapes,£49.00,600%,200%,Distillate,Hybrid,United Kingdom,"Not Listed",1.0 Grams,In Stock,https://medbud.wiki/vape-cartridges/curo/bsk-t600c200-blue-zkittlez/,,,
Curo®,,Grape,Vapes,£49.00,800%,1%,Distillate,Hybrid,United Kingdom,"Not Listed",1.0 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/curo/grp-t800-grape/,,,
Curo®,,Lemonade Kush,Vapes,£49.00,450%,450%,Distillate,Hybrid,United Kingdom,"Not Listed",1.0 Grams,In Stock,https://medbud.wiki/vape-cartridges/curo/lmk-t450c450-lemonade-kush/,,,
Curo®,,Mango,Vapes,£49.00,800%,1%,Distillate,Hybrid,United Kingdom,"Not Listed",1.0 Grams,In Stock,https://medbud.wiki/vape-cartridges/curo/mgo-t800-mango/,,,

Easy Dose,,Blueberry Haze,Vapes,£62.00,1000%,22%,Distillate,Hybrid,United Kingdom,"Not Listed",1.2 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/easy-dose/blue-t1000-c22/,,,
Easy Dose,,Cherry Bomb,£62.00,1000%,22%,Distillate,Hybrid,United Kingdom,"Not Listed",1.2 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/easy-dose/chr-t1000-c22/,,,
Easy Dose,,Grapezilla,Vapes,£62.00,1000%,21%,Distillate,Hybrid,United Kingdom,"Not Listed",1.2 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/easy-dose/gra-t1000-grapezilla/,,,
Easy Dose,,Ninja Fruit,Vapes,£62.00,1000%,22%,Distillate,Hybrid,United Kingdom,"Not Listed",1.2 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/easy-dose/njf-t1000c22-ninja-fruit/,,,
Easy Dose,,Pineapple OG,Vapes,£62.00,1000%,24%,Distillate,Hybrid,United Kingdom,"Not Listed",1.2 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/easy-dose/pina-t1000c22-pineapple-og/,,,

Huala,,Jack Herer,Vapes,£22.00,200%,200%,Distillate,Sativa Hybrid,United Kingdom,"Caryophyllene, Myrcene, Ocimene, Terpinolene",0.5 ML,Out of Stock,https://medbud.wiki/vape-cartridges/huala/t200c200-jack-herer/,,,
Huala,,Jack Herer,£22.00,420%,1%,Distillate,Sativa Hybrid,United Kingdom,"Caryophyllene, Myrcene, Ocimene, Terpinolene",0.5 ML,Out of Stock,https://medbud.wiki/vape-cartridges/huala/t420-jack-herer/,,,
Huala,,Jack Herer,Vapes,£44.00,600%,200%,Distillate,Sativa Hybrid,United Kingdom,"Caryophyllene, Myrcene, Ocimene, Terpinolene",1.0 ML,Out of Stock,https://medbud.wiki/vape-cartridges/huala/t600c200-jack-herer/,,,
Huala,,Wedding Pop Triangle,Vapes,£44.00,840%,1%,Distillate,Hybrid,United Kingdom,"Alpha-Pinene, Caryophyllene, Humulene, Limonene, Linalool, Myrcene",1.0 ML,Out ofStock,https://medbud.wiki/vape-cartridges/huala/wpt-t840-wedding-pop-triangle/,,,

Sundaze,AgMedica,Galaxy Pink Kush,Vapes,£75.00,700%,7%,Rosin,Hybrid,Canada,"Not Listed",1.0 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/sundaze/rosin-gpk-t700-galaxy-pink-kush/,,,
Sundaze,AgMedica,Mango Dream,£69.00,700%,7%,Rosin,Sativa Hybrid,Canada,"Not Listed",1.0 Grams,Out of Stock,https://medbud.wiki/vape-cartridges/sundaze/rosin-md-t700-mango-dream/,,,
Sundaze,AgMedica,Purple Punch,Vapes,£65.00,800%,20%,Resin,Hybrid,Canada,"Not Listed",1.0 Grams,In Stock,https://medbud.wiki/vape-cartridges/sundaze/rosin-prp-t800-purple-punch/,,,
Sundaze,AgMedica,Rockstar,Vapes,£65.00,800%,20%,Resin,Hybrid,Canada,"Not Listed",1.0 Grams,In Stock,https://medbud.wiki/vape-cartridges/sundaze/rosin-rks-t800-rockstar/,,,

Upstate®,AgMedica,Kush Mints,Vapes,£59.00,800%,8%,Distillate,Indica Hybrid,Canada,"Not Listed",1.0 ML,Out of Stock,https://medbud.wiki/vape-cartridges/upstate/km-t800-kush-mints/,,,
Upstate®,AgMedica,Sourdough,Vapes,£59.00,800%,8%,Distillate,Sativa Hybrid,Canada,"Not Listed",1.0 ML,Out of Stock,https://medbud.wiki/vape-cartridges/upstate/t800-pineapple-express/,,,

Vida,,Blueberry Cookies,Vapes,£69.00,400%,20%,Distillate,Hybrid,Canada,"Not Listed",0.5 ML,Low Stock,https://medbud.wiki/vape-cartridges/vida/t400c20-blueberry-cookies/,,,
Vida,,Blueberry Cookies,Vapes,£95.00,800%,40%,Distillate,Hybrid,Canada,"Not Listed",0.5 ML,Low Stock,https://medbud.wiki/vape-cartridges/vida/t800c40-blueberry-cookies/,,,
Vida,,Super Lemon Haze,Vapes,£60.00,200%,200%,Distillate,Hybrid,Canada,"Alpha-Pinene, Beta-Pinene, Bisabolol, Camphene, Camphor, Carene, Caryophyllene, Cedrene, Geraniol, Humulene, Isoborneol, Limonene, Linalool, Menthol, Myrcene, Terpinene, Terpineol, Terpinolene,
Valencene",5.0 ML,Low Stock,https://medbud.wiki/vape-cartridges/vida/t200c200-super-lemon-haze/,,,
Vida,,Super Lemon Haze,Vapes,£90.00,400%,400%,Distillate,Hybrid,Canada,"Alpha-Pinene, Beta-Pinene, Bisabolol, Camphene, Camphor, Carene, Caryophyllene, Cedrene, Geraniol, Humulene, Isoborneol, Limonene, Linalool, Menthol, Myrcene, Terpinene, Terpineol, Terpinolene,
Valencene",1.0 ML,Low Stock,https://medbud.wiki/vape-cartridges/vida/t400c400-super-lemon-haze/,,,



Circle®,AgMedica & ECS Botanics,T10:C10,Oils,£69.00,10%,10%,MCT,Hybrid,Canada,"Caryophyllene, Humulene, Terpinolene",30 ML,In Stock,https://medbud.wiki/oils/circle/t10c10/,,,
Circle®,AgMedica & ECS Botanics,T10:C10 Mint,Oils,£45.00,10%,10%,MCT,Hybrid,Canada,"Caryophyllene, Humulene, Terpinolene",30 ML,Out of Stock,https://medbud.wiki/oils/circle/mint-t10c10/,,,
Circle®,AgMedica & ECS Botanics,T12:C20,Oils,£75.00,12%,20%,MCT,Hybrid,Canada,"Caryophyllene, Humulene, Terpinolene",30 ML,In Stock,https://medbud.wiki/oils/circle/t20c10/,,,
Circle®,AgMedica & ECS Botanics,T20:C3,Oils,£69.00,20%,3%,MCT,Hybrid,Canada,"Caryophyllene, Humulene, Terpinolene",30 ML,In Stock,https://medbud.wiki/oils/circle/t20/,,,
Circle®,AgMedica & ECS Botanics,T20:C10,Oils,£45.00,20%,10%,MCT,Hybrid,Canada,"Caryophyllene, Humulene, Terpinolene",30 ML,In Stock,https://medbud.wiki/oils/circle/t20-c10/,,,
Circle®,AgMedica & ECS Botanics,T25:C25,Oils,£95.00,25%,25%,MCT,Hybrid,Canada,"Caryophyllene, Humulene, Terpinolene",30 ML,Out of Stock,https://medbud.wiki/oils/circle/t25c25/,,,
Circle®,AgMedica & ECS Botanics,T50,Oils,£110.00,50%,3%,MCT,Hybrid,Canada,"Caryophyllene, Humulene, Terpinolene",30 ML,In Stock,https://medbud.wiki/vape-cartridges/upstate/t800-pineapple-express/,,,

Clearleaf®,Sinceritas,T25,Oils,£80.00,25%,0%,MCT,Hybrid,North Macedonia,"Not Listed",30 ML,In Stock,https://medbud.wiki/oils/clearleaf/t25/,,,
Clearleaf®,Sinceritas,T20:C20,Oils,£90.00,20%,20%,MCT,Hybrid,North Macedonia,"Not Listed",30 ML,In Stock,https://medbud.wiki/oils/clearleaf/t20c20/,,,
Clearleaf®,Sinceritas,T24:C7,Oils,£80.00,24%,7%,MCT,Hybrid,North Macedonia,"Not Listed",30 ML,In Stock,https://medbud.wiki/oils/clearleaf/t24c7/,,,
Clearleaf®,Sinceritas,T36:C5,Oils,£80.00,36%,5%,MCT,Hybrid,North Macedonia,"Not Listed",30 ML,In Stock,https://medbud.wiki/oils/clearleaf/t36c5/,,,

Curaleaf®,Terra Verde,T5:C50,Oils,£50.00,5%,50%,MCT,Hybrid,United Kingdom,"Not Listed",10 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t0c50/,,,
Curaleaf®,Terra Verde,T5:C50,Oils,£115.00,5%,50%,MCT,Hybrid,United Kingdom,"Not Listed",10 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t0c50/,,,
Curaleaf®,Terra Verde,T10:C10,Oils,£30.00,10%,10%,MCT,Hybrid,United Kingdom,"Not Listed",10 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t10c10/,,,
Curaleaf®,Terra Verde,T10:C10,Oils,£80.00,10%,10%,MCT,Hybrid,United Kingdom,"Not Listed",30 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t10c10/,,,
Curaleaf®,Terra Verde,T10:C100,Oils,£80.00,10%,100%,MCT,Hybrid,Germany,"Not Listed",10 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t5c100/,,,
Curaleaf®,Terra Verde,T10:C100,Oils,£195.00,10%,100%,MCT,Hybrid,Germany,"Not Listed",30 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t5c100/,,,
Curaleaf®,Terra Verde,T20,Oils,£30.00,20%,0%,MCT,Sativa Hybrid,United Kingdom,"Not Listed",10 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t20c0/,,,
Curaleaf®,Terra Verde,T20,Oils,£80.00,20%,0%,MCT,Sativa Hybrid,United Kingdom,"Not Listed",30 ML,In Stock,https://medbud.wiki/oils/curaleaf/t20c0/,,,
Curaleaf®,Terra Verde,T20:C10,Oils,£40.00,20%,10%,MCT,Hybrid,United Kingdom,"Not Listed",10 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t20c10/,,,
Curaleaf®,Terra Verde,T20:C10,Oils,£100.00,20%,10%,MCT,Hybrid,United Kingdom,"Not Listed",30 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t20c10/,,,
Curaleaf®,Terra Verde,T20:C10 Peppermint,Oils,£40.00,20%,10%,MCT,Hybrid,United Kingdom,"Not Listed",10 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/peppermint-t20c10/,,,
Curaleaf®,Terra Verde,T20:C10 Peppermint,Oils,£100.00,20%,10%,MCT,Hybrid,United Kingdom,"Not Listed",30 ML,Low Stock,https://medbud.wiki/oils/curaleaf/peppermint-t20c10/,,,
Curaleaf®,Terra Verde,T20:C40,Oils,£160.00,20%,40%,MCT,Hybrid,United Kingdom,"Not Listed",30 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t20c40/,,,
Curaleaf®,Terra Verde,T20:C40 Peppermint,Oils,£70.00,20%,40%,MCT,Hybrid,United Kingdom,"Not Listed",10 ML,In Stock,https://medbud.wiki/oils/curaleaf/peppermint-t20c40/,,,
Curaleaf®,Terra Verde,T20:C40 Peppermint,Oils,£160.00,20%,40%,MCT,Hybrid,United Kingdom,"Not Listed",30 ML,Low Stock,https://medbud.wiki/oils/curaleaf/peppermint-t20c40/,,,
Curaleaf®,Terra Verde,T20:C80 Peppermint,Oils,£80.00,20%,80%,MCT,Hybrid,United Kingdom,"Not Listed",10 ML,In Stock,https://medbud.wiki/oils/curaleaf/peppermint-t20c80/,,,
Curaleaf®,Terra Verde,T20:C80 Peppermint,Oils,£195.00,20%,80%,MCT,Hybrid,United Kingdom,"Not Listed",30 ML,In Stock,https://medbud.wiki/oils/curaleaf/peppermint-t20c80/,,,
Curaleaf®,Terra Verde,T50,Oils,£50.00,50%,0%,MCT,Sativa Hybrid,United Kingdom,"Not Listed",10 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t50-indica/,,,
Curaleaf®,Terra Verde,T50,Oils,£115.00,50%,0%,MCT,Sativa Hybrid,United Kingdom,"Not Listed",30 ML,In Stock,https://medbud.wiki/oils/curaleaf/t50-indica/,,,
Curaleaf®,Terra Verde,T100,Oils,£80.00,100%,7%,MCT,Hybrid,United Kingdom,"Not Listed",10 ML,Out of Stock,https://medbud.wiki/oils/curaleaf/t100/,,,
Curaleaf®,Terra Verde,T100,Oils,£195.00,100%,7%,MCT,Hybrid,United Kingdom,"Not Listed",30 ML,In Stock,https://medbud.wiki/oils/curaleaf/t100/,,,

IPS,,T10:C10,Oils,£80.00,10%,10%,MCT,Indica,United Kingdom,"Not Listed",30 ML,Out of Stock,https://medbud.wiki/oils/ips/t10c10/,,,
IPS,,T20,Oils,£30.00,20%,1%,MCT,Indica,United Kingdom,"Not Listed",10 ML,Out of Stock,https://medbud.wiki/oils/ips/t20-fs/,,,
IPS,,T25:C5,Oils,£85.00,25%,5%,MCT,Indica,United Kingdom,"Not Listed",30 ML,In Stock,https://medbud.wiki/oils/ips/t25c5/,,,
IPS,,T25:C25,Oils,£130.00,25%,25%,MCT,Indica,United Kingdom,"Not Listed",30 ML,Out of Stock,https://medbud.wiki/oils/ips/t25c25/,,,
IPS,,T50,Oils,£105.00,50%,4%,MCT,Indica,United Kingdom,"Not Listed",30 ML,Low Stock,https://medbud.wiki/oils/ips/t50-alt/,,,
IPS,,T100,Oils,£75.00,100%,1%,MCT,Indica,United Kingdom,"Not Listed",10 ML,Out of Stock,https://medbud.wiki/oils/ips/t100/,,,
IPS,,T100,Oils,£180.00,100%,1%,MCT,Indica,United Kingdom,"Not Listed",30 ML,In Stock,https://medbud.wiki/oils/ips/t100/,,,



Phant,,Tri-Crumble Hash,Extracts,£80.00,55%,<1%,Ice Water Hash,Hybrid,Canada,"Alpha-Pinene, Caryophyllene, Myrcene",2 Grams,Out of Stock,https://medbud.wiki/extracts/phant/tc-t55-tri-crumble/,,,
Phant,,Resinous Organic Extract,Extracts,£80.00,55%,<1%,Ice Water Hash,Hybrid,Canada,"Alpha-Pinene, Caryophyllene, Myrcene",2 Grams,Out of Stock,https://medbud.wiki/extracts/phant/ic-t55-ice-crumble/,,,



Curaleaf®,,Mixed Berry,Pastilles,£34.30,10%,10%,,Hybrid,United Kingdom,"Not Listed",14 Pieces,In Stock,https://medbud.wiki/edibles/curaleaf/t10c10-berry-pastilles/,,,
Curaleaf®,,Orange,Pastilles,£32.50,10%,<1%,,Hybrid,United Kingdom,"Not Listed",14 Pieces,Out of Stock,https://medbud.wiki/edibles/curaleaf/t10-orange-pastilles/,,,
Curaleaf®,,Strawberry,Pastilles,£45.00,20%,<1%,,Hybrid,United Kingdom,"Not Listed",14 Pieces,Out of Stock,https://medbud.wiki/edibles/curaleaf/t20-strawberry/,,,



Curaleaf®,,T10:C10 Suppository/Pessary,Internal,£24.00,10%,10%,,Hybrid,United Kingdom,"Not Listed",6 Pieces,Low Stock,https://medbud.wiki/suppositories-pessaries/curaleaf/t10c10/,,,
